event_id	subs_clone	event_type	color	n_junction	sample	presence	patient
2	D1 100% / D2 9% / D3 72%	chromothripsis	#FF9D00	329	I-H-132384-T12-1-D1-2	1	H132384
3	D1 100% / D2 9% / D3 72%	chromothripsis	#FF9D00	1	I-H-132384-T12-1-D1-2	1	H132384
4	D1 76%	tandem_duplication	#FFD694	1	I-H-132384-T12-1-D1-2	0	H132384
5	D1 76%	tandem_duplication	#FFD694	1	I-H-132384-T12-1-D1-2	0	H132384
6	D2 90% / R1,R3 100%	chromothripsis	#0500FF	165	I-H-132384-T12-1-D1-2	0	H132384
7	D2 90% / R1,R3 100%	tandem_duplication	#0500FF	1	I-H-132384-T12-1-D1-2	0	H132384
8	D2 2% / R1 82% / R3 91%	chromothripsis	#01BFFF	132	I-H-132384-T12-1-D1-2	0	H132384
9	D2 31%	chromothripsis	#DC51BC	83	I-H-132384-T12-1-D1-2	0	H132384
10	D3 73%	tandem_duplication	#7800F8	1	I-H-132384-T12-1-D1-2	1	H132384
11	R1 24%	chromothripsis	#DC8FCA	3	I-H-132384-T12-1-D1-2	0	H132384
11	R1 24%	DM	#DC8FCA	13	I-H-132384-T12-1-D1-2	0	H132384
12	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T12-1-D1-2	0	H132384
13	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T12-1-D1-2	0	H132384
14	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T12-1-D1-2	0	H132384
15	R3 86%	reciprocal_inversion	#027FFF	2	I-H-132384-T12-1-D1-2	0	H132384
16	R3 86%	complex_<4	#027FFF	2	I-H-132384-T12-1-D1-2	0	H132384
17	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T12-1-D1-2	0	H132384
18	R3 86%	tandem_duplication	#027FFF	1	I-H-132384-T12-1-D1-2	0	H132384
19	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T12-1-D1-2	0	H132384
20	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T12-1-D1-2	0	H132384
21	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T12-1-D1-2	0	H132384
22	R3 86%	reciprocal_inversion	#027FFF	2	I-H-132384-T12-1-D1-2	0	H132384
23	R3 86%	complex_<4	#027FFF	2	I-H-132384-T12-1-D1-2	0	H132384
24	R3 86%	DM	#027FFF	2	I-H-132384-T12-1-D1-2	0	H132384
25	R3 86%	complex_<4	#027FFF	2	I-H-132384-T12-1-D1-2	0	H132384
26	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T12-1-D1-2	0	H132384
27	R3 86%	complex_<4	#027FFF	2	I-H-132384-T12-1-D1-2	0	H132384
28	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T12-1-D1-2	0	H132384
29	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T12-1-D1-2	0	H132384
30	R3 86%	reciprocal_translocation	#027FFF	2	I-H-132384-T12-1-D1-2	0	H132384
31	D2/R1	chromothripsis	black	77	I-H-132384-T12-1-D1-2	0	H132384
1	trunk	DM	#646464	6	I-H-132384-T13-1-D1-2	1	H132384
2	D1 100% / D2 9% / D3 72%	chromothripsis	#FF9D00	329	I-H-132384-T13-1-D1-2	0	H132384
3	D1 100% / D2 9% / D3 72%	chromothripsis	#FF9D00	1	I-H-132384-T13-1-D1-2	0	H132384
4	D1 76%	tandem_duplication	#FFD694	1	I-H-132384-T13-1-D1-2	0	H132384
5	D1 76%	tandem_duplication	#FFD694	1	I-H-132384-T13-1-D1-2	0	H132384
6	D2 90% / R1,R3 100%	chromothripsis	#0500FF	165	I-H-132384-T13-1-D1-2	1	H132384
7	D2 90% / R1,R3 100%	tandem_duplication	#0500FF	1	I-H-132384-T13-1-D1-2	1	H132384
8	D2 2% / R1 82% / R3 91%	chromothripsis	#01BFFF	132	I-H-132384-T13-1-D1-2	1	H132384
9	D2 31%	chromothripsis	#DC51BC	83	I-H-132384-T13-1-D1-2	0	H132384
10	D3 73%	tandem_duplication	#7800F8	1	I-H-132384-T13-1-D1-2	0	H132384
11	R1 24%	chromothripsis	#DC8FCA	3	I-H-132384-T13-1-D1-2	1	H132384
11	R1 24%	DM	#DC8FCA	13	I-H-132384-T13-1-D1-2	1	H132384
12	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T13-1-D1-2	0	H132384
13	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T13-1-D1-2	0	H132384
14	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T13-1-D1-2	0	H132384
15	R3 86%	reciprocal_inversion	#027FFF	2	I-H-132384-T13-1-D1-2	0	H132384
16	R3 86%	complex_<4	#027FFF	2	I-H-132384-T13-1-D1-2	0	H132384
17	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T13-1-D1-2	0	H132384
18	R3 86%	tandem_duplication	#027FFF	1	I-H-132384-T13-1-D1-2	0	H132384
19	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T13-1-D1-2	0	H132384
20	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T13-1-D1-2	0	H132384
21	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T13-1-D1-2	0	H132384
22	R3 86%	reciprocal_inversion	#027FFF	2	I-H-132384-T13-1-D1-2	0	H132384
23	R3 86%	complex_<4	#027FFF	2	I-H-132384-T13-1-D1-2	0	H132384
24	R3 86%	DM	#027FFF	2	I-H-132384-T13-1-D1-2	0	H132384
25	R3 86%	complex_<4	#027FFF	2	I-H-132384-T13-1-D1-2	0	H132384
26	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T13-1-D1-2	0	H132384
27	R3 86%	complex_<4	#027FFF	2	I-H-132384-T13-1-D1-2	0	H132384
28	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T13-1-D1-2	0	H132384
29	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T13-1-D1-2	0	H132384
30	R3 86%	reciprocal_translocation	#027FFF	2	I-H-132384-T13-1-D1-2	0	H132384
31	D2/R1	chromothripsis	black	77	I-H-132384-T13-1-D1-2	1	H132384
1	trunk	DM	#646464	6	I-H-132384-T14-1-D1-2	0	H132384
2	D1 100% / D2 9% / D3 72%	chromothripsis	#FF9D00	329	I-H-132384-T14-1-D1-2	0	H132384
3	D1 100% / D2 9% / D3 72%	chromothripsis	#FF9D00	1	I-H-132384-T14-1-D1-2	0	H132384
4	D1 76%	tandem_duplication	#FFD694	1	I-H-132384-T14-1-D1-2	0	H132384
5	D1 76%	tandem_duplication	#FFD694	1	I-H-132384-T14-1-D1-2	0	H132384
6	D2 90% / R1,R3 100%	chromothripsis	#0500FF	165	I-H-132384-T14-1-D1-2	0	H132384
7	D2 90% / R1,R3 100%	tandem_duplication	#0500FF	1	I-H-132384-T14-1-D1-2	0	H132384
8	D2 2% / R1 82% / R3 91%	chromothripsis	#01BFFF	132	I-H-132384-T14-1-D1-2	0	H132384
9	D2 31%	chromothripsis	#DC51BC	83	I-H-132384-T14-1-D1-2	0	H132384
10	D3 73%	tandem_duplication	#7800F8	1	I-H-132384-T14-1-D1-2	0	H132384
11	R1 24%	chromothripsis	#DC8FCA	3	I-H-132384-T14-1-D1-2	0	H132384
11	R1 24%	DM	#DC8FCA	13	I-H-132384-T14-1-D1-2	0	H132384
12	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T14-1-D1-2	0	H132384
13	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T14-1-D1-2	0	H132384
14	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T14-1-D1-2	0	H132384
15	R3 86%	reciprocal_inversion	#027FFF	2	I-H-132384-T14-1-D1-2	0	H132384
16	R3 86%	complex_<4	#027FFF	2	I-H-132384-T14-1-D1-2	0	H132384
17	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T14-1-D1-2	0	H132384
18	R3 86%	tandem_duplication	#027FFF	1	I-H-132384-T14-1-D1-2	0	H132384
19	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T14-1-D1-2	0	H132384
20	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T14-1-D1-2	0	H132384
21	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T14-1-D1-2	0	H132384
22	R3 86%	reciprocal_inversion	#027FFF	2	I-H-132384-T14-1-D1-2	0	H132384
23	R3 86%	complex_<4	#027FFF	2	I-H-132384-T14-1-D1-2	0	H132384
24	R3 86%	DM	#027FFF	2	I-H-132384-T14-1-D1-2	0	H132384
25	R3 86%	complex_<4	#027FFF	2	I-H-132384-T14-1-D1-2	0	H132384
26	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T14-1-D1-2	0	H132384
27	R3 86%	complex_<4	#027FFF	2	I-H-132384-T14-1-D1-2	0	H132384
28	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T14-1-D1-2	0	H132384
29	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T14-1-D1-2	0	H132384
30	R3 86%	reciprocal_translocation	#027FFF	2	I-H-132384-T14-1-D1-2	0	H132384
31	D2/R1	chromothripsis	black	77	I-H-132384-T14-1-D1-2	0	H132384
1	trunk	DM	#646464	6	I-H-132384-T15-1-D1-2	1	H132384
2	D1 100% / D2 9% / D3 72%	chromothripsis	#FF9D00	329	I-H-132384-T15-1-D1-2	0	H132384
3	D1 100% / D2 9% / D3 72%	chromothripsis	#FF9D00	1	I-H-132384-T15-1-D1-2	0	H132384
4	D1 76%	tandem_duplication	#FFD694	1	I-H-132384-T15-1-D1-2	0	H132384
5	D1 76%	tandem_duplication	#FFD694	1	I-H-132384-T15-1-D1-2	0	H132384
6	D2 90% / R1,R3 100%	chromothripsis	#0500FF	165	I-H-132384-T15-1-D1-2	1	H132384
7	D2 90% / R1,R3 100%	tandem_duplication	#0500FF	1	I-H-132384-T15-1-D1-2	1	H132384
8	D2 2% / R1 82% / R3 91%	chromothripsis	#01BFFF	132	I-H-132384-T15-1-D1-2	1	H132384
9	D2 31%	chromothripsis	#DC51BC	83	I-H-132384-T15-1-D1-2	0	H132384
10	D3 73%	tandem_duplication	#7800F8	1	I-H-132384-T15-1-D1-2	0	H132384
11	R1 24%	chromothripsis	#DC8FCA	3	I-H-132384-T15-1-D1-2	0	H132384
11	R1 24%	DM	#DC8FCA	13	I-H-132384-T15-1-D1-2	0	H132384
12	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T15-1-D1-2	1	H132384
13	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T15-1-D1-2	1	H132384
14	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T15-1-D1-2	1	H132384
15	R3 86%	reciprocal_inversion	#027FFF	2	I-H-132384-T15-1-D1-2	1	H132384
16	R3 86%	complex_<4	#027FFF	2	I-H-132384-T15-1-D1-2	1	H132384
17	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T15-1-D1-2	1	H132384
18	R3 86%	tandem_duplication	#027FFF	1	I-H-132384-T15-1-D1-2	1	H132384
19	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T15-1-D1-2	1	H132384
20	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T15-1-D1-2	1	H132384
21	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T15-1-D1-2	1	H132384
22	R3 86%	reciprocal_inversion	#027FFF	2	I-H-132384-T15-1-D1-2	1	H132384
23	R3 86%	complex_<4	#027FFF	2	I-H-132384-T15-1-D1-2	1	H132384
24	R3 86%	DM	#027FFF	2	I-H-132384-T15-1-D1-2	1	H132384
25	R3 86%	complex_<4	#027FFF	2	I-H-132384-T15-1-D1-2	1	H132384
26	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T15-1-D1-2	1	H132384
27	R3 86%	complex_<4	#027FFF	2	I-H-132384-T15-1-D1-2	1	H132384
28	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T15-1-D1-2	1	H132384
29	R3 86%	simple_deletion	#027FFF	1	I-H-132384-T15-1-D1-2	1	H132384
30	R3 86%	reciprocal_translocation	#027FFF	2	I-H-132384-T15-1-D1-2	1	H132384
31	D2/R1	chromothripsis	black	77	I-H-132384-T15-1-D1-2	0	H132384
1	trunk	tandem_duplication	#646464	1	I-H-132386-T5-2-D1-1	1	H132386
2	trunk	complex_<4	#646464	2	I-H-132386-T5-2-D1-1	1	H132386
3	TR2 47%	simple_deletion	#31869B	1	I-H-132386-T5-2-D1-1	0	H132386
4	TR1,TR2 100%	unbalanced_translocation	#007A66	1	I-H-132386-T5-2-D1-1	0	H132386
5	TR2 47%	tandem_duplication	#31869B	1	I-H-132386-T5-2-D1-1	0	H132386
6	D1 100%	tandem_duplication	#7800F8	1	I-H-132386-T5-2-D1-1	1	H132386
7	TR1,TR2 100%	complex_<4	#007A66	1	I-H-132386-T5-2-D1-1	0	H132386
7	trunk	complex_<4	#646464	2	I-H-132386-T5-2-D1-1	1	H132386
8	TR1,TR2 100%	tandem_duplication	#007A66	1	I-H-132386-T5-2-D1-1	0	H132386
9	TR2 47%	tandem_duplication	#31869B	1	I-H-132386-T5-2-D1-1	0	H132386
10	trunk	tandem_duplication	#646464	1	I-H-132386-T5-2-D1-1	1	H132386
11	TR1,TR2 100%	complex_<4	#007A66	2	I-H-132386-T5-2-D1-1	0	H132386
12	none	tandem_duplication	#646464	1	I-H-132386-T5-2-D1-1	1	H132386
13	TR1,TR2 100%	tandem_duplication	#007A66	1	I-H-132386-T5-2-D1-1	0	H132386
14	TR1,TR2 100%	simple_deletion	#007A66	1	I-H-132386-T5-2-D1-1	0	H132386
15	D1 100%	simple_deletion	#7800F8	1	I-H-132386-T5-2-D1-1	1	H132386
16	trunk	tandem_duplication	#646464	1	I-H-132386-T5-2-D1-1	1	H132386
17	TR2 47%	simple_deletion	#31869B	1	I-H-132386-T5-2-D1-1	0	H132386
18	TR2 47%	tandem_duplication	#31869B	1	I-H-132386-T5-2-D1-1	0	H132386
19	trunk	unbalanced_translocation	#646464	1	I-H-132386-T5-2-D1-1	1	H132386
20	trunk	unbalanced_translocation	#646464	1	I-H-132386-T5-2-D1-1	1	H132386
21	trunk	unbalanced_translocation	#646464	1	I-H-132386-T5-2-D1-1	1	H132386
22	TR2 47%	simple_deletion	#31869B	1	I-H-132386-T5-2-D1-1	0	H132386
23	D1 100%	tandem_duplication	#7800F8	1	I-H-132386-T5-2-D1-1	1	H132386
24	TR1,TR2 100%	simple_deletion	#007A66	1	I-H-132386-T5-2-D1-1	0	H132386
25	trunk	tandem_duplication	#646464	1	I-H-132386-T5-2-D1-1	1	H132386
26	none	tandem_duplication	#646464	1	I-H-132386-T5-2-D1-1	1	H132386
28	D1 100%	tandem_duplication	#7800F8	1	I-H-132386-T5-2-D1-1	1	H132386
29	trunk	tandem_duplication	#646464	1	I-H-132386-T5-2-D1-1	1	H132386
30	D1 100%	tandem_duplication	#7800F8	1	I-H-132386-T5-2-D1-1	1	H132386
1	trunk	tandem_duplication	#646464	1	I-H-132386-T6-2-D1-1	1	H132386
2	trunk	complex_<4	#646464	2	I-H-132386-T6-2-D1-1	1	H132386
3	TR2 47%	simple_deletion	#31869B	1	I-H-132386-T6-2-D1-1	0	H132386
4	TR1,TR2 100%	unbalanced_translocation	#007A66	1	I-H-132386-T6-2-D1-1	1	H132386
5	TR2 47%	tandem_duplication	#31869B	1	I-H-132386-T6-2-D1-1	0	H132386
6	D1 100%	tandem_duplication	#7800F8	1	I-H-132386-T6-2-D1-1	0	H132386
7	TR1,TR2 100%	complex_<4	#007A66	1	I-H-132386-T6-2-D1-1	1	H132386
7	trunk	complex_<4	#646464	2	I-H-132386-T6-2-D1-1	1	H132386
8	TR1,TR2 100%	tandem_duplication	#007A66	1	I-H-132386-T6-2-D1-1	1	H132386
9	TR2 47%	tandem_duplication	#31869B	1	I-H-132386-T6-2-D1-1	0	H132386
10	trunk	tandem_duplication	#646464	1	I-H-132386-T6-2-D1-1	1	H132386
11	TR1,TR2 100%	complex_<4	#007A66	2	I-H-132386-T6-2-D1-1	1	H132386
12	none	tandem_duplication	#646464	1	I-H-132386-T6-2-D1-1	0	H132386
13	TR1,TR2 100%	tandem_duplication	#007A66	1	I-H-132386-T6-2-D1-1	1	H132386
14	TR1,TR2 100%	simple_deletion	#007A66	1	I-H-132386-T6-2-D1-1	1	H132386
15	D1 100%	simple_deletion	#7800F8	1	I-H-132386-T6-2-D1-1	0	H132386
16	trunk	tandem_duplication	#646464	1	I-H-132386-T6-2-D1-1	1	H132386
17	TR2 47%	simple_deletion	#31869B	1	I-H-132386-T6-2-D1-1	0	H132386
18	TR2 47%	tandem_duplication	#31869B	1	I-H-132386-T6-2-D1-1	0	H132386
19	trunk	unbalanced_translocation	#646464	1	I-H-132386-T6-2-D1-1	1	H132386
20	trunk	unbalanced_translocation	#646464	1	I-H-132386-T6-2-D1-1	1	H132386
21	trunk	unbalanced_translocation	#646464	1	I-H-132386-T6-2-D1-1	1	H132386
22	TR2 47%	simple_deletion	#31869B	1	I-H-132386-T6-2-D1-1	0	H132386
23	D1 100%	tandem_duplication	#7800F8	1	I-H-132386-T6-2-D1-1	0	H132386
24	TR1,TR2 100%	simple_deletion	#007A66	1	I-H-132386-T6-2-D1-1	1	H132386
25	trunk	tandem_duplication	#646464	1	I-H-132386-T6-2-D1-1	1	H132386
26	none	tandem_duplication	#646464	1	I-H-132386-T6-2-D1-1	0	H132386
28	D1 100%	tandem_duplication	#7800F8	1	I-H-132386-T6-2-D1-1	0	H132386
29	trunk	tandem_duplication	#646464	1	I-H-132386-T6-2-D1-1	1	H132386
30	D1 100%	tandem_duplication	#7800F8	1	I-H-132386-T6-2-D1-1	0	H132386
1	trunk	tandem_duplication	#646464	1	I-H-132386-T7-2-D1-1	1	H132386
2	trunk	complex_<4	#646464	2	I-H-132386-T7-2-D1-1	1	H132386
3	TR2 47%	simple_deletion	#31869B	1	I-H-132386-T7-2-D1-1	1	H132386
4	TR1,TR2 100%	unbalanced_translocation	#007A66	1	I-H-132386-T7-2-D1-1	1	H132386
5	TR2 47%	tandem_duplication	#31869B	1	I-H-132386-T7-2-D1-1	1	H132386
6	D1 100%	tandem_duplication	#7800F8	1	I-H-132386-T7-2-D1-1	0	H132386
7	TR1,TR2 100%	complex_<4	#007A66	1	I-H-132386-T7-2-D1-1	1	H132386
7	trunk	complex_<4	#646464	2	I-H-132386-T7-2-D1-1	1	H132386
8	TR1,TR2 100%	tandem_duplication	#007A66	1	I-H-132386-T7-2-D1-1	1	H132386
9	TR2 47%	tandem_duplication	#31869B	1	I-H-132386-T7-2-D1-1	1	H132386
10	trunk	tandem_duplication	#646464	1	I-H-132386-T7-2-D1-1	1	H132386
11	TR1,TR2 100%	complex_<4	#007A66	2	I-H-132386-T7-2-D1-1	1	H132386
12	none	tandem_duplication	#646464	1	I-H-132386-T7-2-D1-1	1	H132386
13	TR1,TR2 100%	tandem_duplication	#007A66	1	I-H-132386-T7-2-D1-1	1	H132386
14	TR1,TR2 100%	simple_deletion	#007A66	1	I-H-132386-T7-2-D1-1	1	H132386
15	D1 100%	simple_deletion	#7800F8	1	I-H-132386-T7-2-D1-1	0	H132386
16	trunk	tandem_duplication	#646464	1	I-H-132386-T7-2-D1-1	1	H132386
17	TR2 47%	simple_deletion	#31869B	1	I-H-132386-T7-2-D1-1	1	H132386
18	TR2 47%	tandem_duplication	#31869B	1	I-H-132386-T7-2-D1-1	1	H132386
19	trunk	unbalanced_translocation	#646464	1	I-H-132386-T7-2-D1-1	1	H132386
20	trunk	unbalanced_translocation	#646464	1	I-H-132386-T7-2-D1-1	1	H132386
21	trunk	unbalanced_translocation	#646464	1	I-H-132386-T7-2-D1-1	1	H132386
22	TR2 47%	simple_deletion	#31869B	1	I-H-132386-T7-2-D1-1	1	H132386
23	D1 100%	tandem_duplication	#7800F8	1	I-H-132386-T7-2-D1-1	0	H132386
24	TR1,TR2 100%	simple_deletion	#007A66	1	I-H-132386-T7-2-D1-1	1	H132386
25	trunk	tandem_duplication	#646464	1	I-H-132386-T7-2-D1-1	1	H132386
26	none	tandem_duplication	#646464	1	I-H-132386-T7-2-D1-1	1	H132386
28	D1 100%	tandem_duplication	#7800F8	1	I-H-132386-T7-2-D1-1	0	H132386
29	trunk	tandem_duplication	#646464	1	I-H-132386-T7-2-D1-1	1	H132386
30	D1 100%	tandem_duplication	#7800F8	1	I-H-132386-T7-2-D1-1	0	H132386
1	trunk	tandem_duplication	#646464	1	I-H-132392-T6-1-D1-2	1	H132392
2	trunk	unbalanced_translocation	#646464	1	I-H-132392-T6-1-D1-2	1	H132392
3	trunk	complex_4+	#646464	4	I-H-132392-T6-1-D1-2	1	H132392
4	trunk	tandem_duplication	#646464	1	I-H-132392-T6-1-D1-2	1	H132392
5	trunk	tandem_duplication	#646464	1	I-H-132392-T6-1-D1-2	1	H132392
6	trunk	tandem_duplication	#646464	1	I-H-132392-T6-1-D1-2	1	H132392
7	trunk	simple_deletion	#646464	1	I-H-132392-T6-1-D1-2	1	H132392
8	trunk	tandem_duplication	#646464	1	I-H-132392-T6-1-D1-2	1	H132392
9	trunk	simple_deletion	#646464	1	I-H-132392-T6-1-D1-2	1	H132392
10	trunk	tandem_duplication	#646464	1	I-H-132392-T6-1-D1-2	1	H132392
11	trunk	simple_deletion	#646464	1	I-H-132392-T6-1-D1-2	1	H132392
12	trunk	tandem_duplication	#646464	1	I-H-132392-T6-1-D1-2	1	H132392
13	trunk	tandem_duplication	#646464	1	I-H-132392-T6-1-D1-2	1	H132392
14	trunk	reciprocal_translocation	#646464	2	I-H-132392-T6-1-D1-2	1	H132392
16	trunk	simple_deletion	#646464	1	I-H-132392-T6-1-D1-2	1	H132392
17	trunk	tandem_duplication	#646464	1	I-H-132392-T6-1-D1-2	1	H132392
18	trunk	simple_deletion	#646464	1	I-H-132392-T6-1-D1-2	1	H132392
19	trunk	complex_<4	#646464	2	I-H-132392-T6-1-D1-2	1	H132392
20	trunk	tandem_duplication	#646464	1	I-H-132392-T6-1-D1-2	1	H132392
21	trunk	simple_deletion	#646464	1	I-H-132392-T6-1-D1-2	1	H132392
22	trunk	complex_<4	#646464	3	I-H-132392-T6-1-D1-2	1	H132392
23	trunk	tandem_duplication	#646464	2	I-H-132392-T6-1-D1-2	1	H132392
24	SL1 100%	simple_deletion	#7800F8	1	I-H-132392-T6-1-D1-2	1	H132392
25	SL1 100%	simple_deletion	#7800F8	1	I-H-132392-T6-1-D1-2	1	H132392
26	SL1 100%	simple_deletion	#7800F8	1	I-H-132392-T6-1-D1-2	1	H132392
27	SL1 100%	simple_deletion	#7800F8	1	I-H-132392-T6-1-D1-2	1	H132392
28	SL1 100%	tandem_duplication	#7800F8	1	I-H-132392-T6-1-D1-2	1	H132392
29	SL1 100%	tandem_duplication	#7800F8	1	I-H-132392-T6-1-D1-2	1	H132392
30	SL2 76%	simple_deletion	#F23CFF	1	I-H-132392-T6-1-D1-2	0	H132392
31	SL2 76%	simple_deletion	#F23CFF	1	I-H-132392-T6-1-D1-2	0	H132392
32	SL2 76%	simple_deletion	#F23CFF	1	I-H-132392-T6-1-D1-2	0	H132392
33	SL2 76%	simple_deletion	#F23CFF	1	I-H-132392-T6-1-D1-2	0	H132392
34	SL2 76%	simple_deletion	#F23CFF	1	I-H-132392-T6-1-D1-2	0	H132392
35	SL2 76%	simple_deletion	#F23CFF	1	I-H-132392-T6-1-D1-2	0	H132392
36	SL2 76%	simple_deletion	#F23CFF	1	I-H-132392-T6-1-D1-2	0	H132392
37	SL2 76%	simple_deletion	#F23CFF	1	I-H-132392-T6-1-D1-2	0	H132392
38	SL2 76%	simple_deletion	#F23CFF	1	I-H-132392-T6-1-D1-2	0	H132392
39	SL2 76%	tandem_duplication	#F23CFF	1	I-H-132392-T6-1-D1-2	0	H132392
40	R1 100%	tandem_duplication	#0070C0	1	I-H-132392-T6-1-D1-2	0	H132392
41	R1 100%	simple_deletion	#0070C0	1	I-H-132392-T6-1-D1-2	0	H132392
42	R1 100%	reciprocal_translocation	#0070C0	2	I-H-132392-T6-1-D1-2	0	H132392
43	R1 100%	tandem_duplication	#0070C0	1	I-H-132392-T6-1-D1-2	0	H132392
44	R1 100%	simple_deletion	#0070C0	1	I-H-132392-T6-1-D1-2	0	H132392
45	R1 100%	tandem_duplication	#0070C0	1	I-H-132392-T6-1-D1-2	0	H132392
46	R1 100%	unbalanced_translocation	#0070C0	1	I-H-132392-T6-1-D1-2	0	H132392
47	R1 100%	inversion	#0070C0	1	I-H-132392-T6-1-D1-2	0	H132392
48	R1 100%	tandem_duplication	#0070C0	1	I-H-132392-T6-1-D1-2	0	H132392
49	R1 100%	tandem_duplication	#0070C0	1	I-H-132392-T6-1-D1-2	0	H132392
50	R1 100%	simple_deletion	#0070C0	1	I-H-132392-T6-1-D1-2	0	H132392
51	R1 100%	tandem_duplication	#0070C0	1	I-H-132392-T6-1-D1-2	0	H132392
52	R1 100%	reciprocal_inversion	#0070C0	3	I-H-132392-T6-1-D1-2	0	H132392
53	R1 100%	chromoplexy	#0070C0	17	I-H-132392-T6-1-D1-2	0	H132392
54	R1 100%	tandem_duplication	#0070C0	1	I-H-132392-T6-1-D1-2	0	H132392
55	R1 100%	simple_deletion	#0070C0	1	I-H-132392-T6-1-D1-2	0	H132392
56	R1 100%	simple_deletion	#0070C0	1	I-H-132392-T6-1-D1-2	0	H132392
57	R1 100%	simple_deletion	#0070C0	1	I-H-132392-T6-1-D1-2	0	H132392
58	R1 100%	simple_deletion	#0070C0	1	I-H-132392-T6-1-D1-2	0	H132392
59	R1 100%	tandem_duplication	#0070C0	1	I-H-132392-T6-1-D1-2	0	H132392
60	R1 100%	simple_deletion	#0070C0	1	I-H-132392-T6-1-D1-2	0	H132392
61	R1 100%	simple_deletion	#0070C0	1	I-H-132392-T6-1-D1-2	0	H132392
62	R1 100%	simple_deletion	#0070C0	1	I-H-132392-T6-1-D1-2	0	H132392
63	R1 100%	simple_deletion	#0070C0	1	I-H-132392-T6-1-D1-2	0	H132392
64	R1 100%	simple_deletion	#0070C0	1	I-H-132392-T6-1-D1-2	0	H132392
65	R1 100%	simple_deletion	#0070C0	1	I-H-132392-T6-1-D1-2	0	H132392
66	R1 100%	tandem_duplication	#0070C0	1	I-H-132392-T6-1-D1-2	0	H132392
67	R1 100%	simple_deletion	#0070C0	1	I-H-132392-T6-1-D1-2	0	H132392
68	R1 100%	simple_deletion	#0070C0	1	I-H-132392-T6-1-D1-2	0	H132392
69	R1 100%	simple_deletion	#0070C0	1	I-H-132392-T6-1-D1-2	0	H132392
70	R1 100%	simple_deletion	#0070C0	1	I-H-132392-T6-1-D1-2	0	H132392
71	R1 100%	unbalanced_translocation	#0070C0	1	I-H-132392-T6-1-D1-2	0	H132392
72	R1 100%	tandem_duplication	#0070C0	1	I-H-132392-T6-1-D1-2	0	H132392
73	R1 100%	tandem_duplication	#0070C0	1	I-H-132392-T6-1-D1-2	0	H132392
74	SL1_100__SL2_90	unbalanced_translocation	#FFA700	1	I-H-132392-T6-1-D1-2	1	H132392
75	none	tandem_duplication	#FFA700	1	I-H-132392-T6-1-D1-2	1	H132392
77	trunk	unbalanced_translocation	#646464	1	I-H-132392-T6-1-D1-2	1	H132392
78	R1 100%	complex_<4	#0070C0	1	I-H-132392-T6-1-D1-2	0	H132392
79	R1 100%	complex_<4	#0070C0	1	I-H-132392-T6-1-D1-2	0	H132392
81	SL2 76%	simple_deletion	#F23CFF	1	I-H-132392-T6-1-D1-2	0	H132392
1	trunk	tandem_duplication	#646464	1	I-H-132392-T7-1-D1-2	1	H132392
2	trunk	unbalanced_translocation	#646464	1	I-H-132392-T7-1-D1-2	1	H132392
3	trunk	complex_4+	#646464	4	I-H-132392-T7-1-D1-2	1	H132392
4	trunk	tandem_duplication	#646464	1	I-H-132392-T7-1-D1-2	1	H132392
